number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
	175	Brandon Averette	Richardson, TX	G	71	brandon-averette-1	6.7 Pts, 1.5 Reb, 1.8 Ast		FR
30	205	Jeffrey Carroll	Rowlett, TX	G	78	jeffrey-carroll-2	16.1 Pts, 7.0 Reb, 1.2 Ast	Rowlett HS	JR
24	215	Davon Dillard	Gary, IN	G	77	davon-dillard-1	2.6 Pts, 2.0 Reb, 0.3 Ast		SO
4	180	Thomas Dziagwa	Temple Terrace, FL	G	76	thomas-dziagwa-1	5.6 Pts, 0.9 Reb, 0.8 Ast		FR
1	175	Jawun Evans	Dallas, TX	G	72	jawun-evans-1	18.9 Pts, 3.0 Reb, 5.1 Ast	Kimball HS	SO
13	185	Phil Forte	Flower Mound, TX	G	71	phil-forte-1	13.4 Pts, 2.3 Reb, 1.4 Ast	Marcus HS	SR
23	205	Leyton Hammonds	North Richland Hills, TX	F	79	leyton-hammonds-1	7.9 Pts, 5.4 Reb, 0.8 Ast	Richland HS	SR
34	245	Will Lienhard	Oklahoma City, OK	F	80	will-lienhard-1	0.2 Pts, 1.0 Reb, 0.1 Ast	Bishop McGuinness HS	SO
12	210	Cameron McGriff	Grand Prairie, TX	F	79	cameron-mcgriff-1	4.9 Pts, 3.9 Reb, 0.8 Ast		FR
14	215	Lucas N'Guessan	De Lier, Netherlands	F	84	lucas-nguessan-1	3.2 Pts, 2.8 Reb, 0.3 Ast		FR
33	215	Trey Reeves	Gans, OK	F	76	trey-reeves-1	0.0 Pts, 0.3 Reb, 0.0 Ast		FR
5	195	Tavarius Shine	Irving, TX	G	78	tavarius-shine-1	4.5 Pts, 1.7 Reb, 1.0 Ast	MacArthur	JR
41	240	Mitchell Solomon	Bixby, OK	F	84	mitchell-solomon-1	4.1 Pts, 4.4 Reb, 0.7 Ast	Bixby HS	JR
32	160	Tyler Underwood	Stillwater, OK	G	73	tyler-underwood-1	0.9 Pts, 0.1 Reb, 0.1 Ast		FR
21	200	Lindy Waters	Norman, OK	G	78	lindy-waters-1	7.2 Pts, 2.5 Reb, 1.2 Ast		FR
