number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
1	165	Jordan Bond	Raleigh, NC	G	72	jordan-bond-1	3.8 Pts, 1.9 Reb, 0.5 Ast	Ravenscroft/Hargrave Military Academy	JR
21	185	Mohammad Elradi		G	75	mohammad-elradi-1			
23	199	Nick Fuller	Sun Prairie, WI	F	78	nick-fuller-1	0.0 Pts, 0.3 Reb, 0.0 Ast	Sun Prairie HS	JR
2	222	Jeriah Horne	Overland Park, KS	F	79	jeriah-horne-1	4.3 Pts, 1.8 Reb, 0.4 Ast		FR
12	220	Michael Jacobson	Waukee, IA	F	80	michael-jacobson-1	5.9 Pts, 6.7 Reb, 1.1 Ast	Waukee HS	SO
13	190	Malcolm Laws	Orlando, FL	G	73	malcolm-laws-1		Lake Highland Prep	JR
	210	Jack McVeigh	Cabarita Beach, Australia	F	79	jack-mcveigh-1	5.9 Pts, 2.9 Reb, 0.8 Ast		SO
30	215	Ed Morrow	Chicago, IL	F	79	edward-morrow-1	10.3 Pts, 8.3 Reb, 0.3 Ast		SO
24	213	James Palmer		G	78	james-palmer-1		St. John's College HS	
15	214	Isaiah Roby	Dixon, IL	F	80	isaiah-roby-1	3.3 Pts, 2.6 Reb, 0.7 Ast		FR
3	198	Jason Shultis	Dannebrog, NE	G	73	jason-shultis-1			SO
11	205	Evan Taylor	Cincinnati, OH	G	76	evan-taylor-1	3.6 Pts, 2.4 Reb, 1.0 Ast	Paul VI	JR
32	275	Jordy Tshimanga	Quebec, Canada	C	83	jordy-tshimanga-1	3.2 Pts, 3.2 Reb, 0.1 Ast		FR
5	160	Glynn Watson Jr.	Bellwood, IL	G	72	glynn-watsonjr-1	15.2 Pts, 3.1 Reb, 2.9 Ast	St. Joseph HS	SO
	199	Tai Webster	Auckland, New Zealand	G	76	tai-webster-1	17.7 Pts, 4.9 Reb, 4.1 Ast	Westlake Boys HS	SR
