number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
55	240	George Brammeier	Brandon, FL	C	82	george-brammeier-1	7.4 Pts, 3.1 Reb, 0.8 Ast	Bloomingdale HS	JR
3	190	Michael Buckland	High Point, NC	G	77	michael-buckland-1	5.1 Pts, 3.3 Reb, 1.5 Ast		FR
25	200	Kenny Bunton	Cleveland, TN	F	78	kenny-bunton-1			FR
21	180	Kenny Cooper	Nashville, TN	G	72	kenny-cooper-2	6.9 Pts, 2.4 Reb, 2.9 Ast		FR
11	195	Asa Duvall	Brentwood, TN	G	74	asa-duvall-1		Hargrave Military Academy	JR
23	195	Aaron Korn	Frankton, IN	G	76	aaron-korn-1	5.9 Pts, 3.3 Reb, 1.2 Ast	Frankton HS	JR
	230	Rob Marberry	Nashville, TN	C	80	rob-marberry-1	11.2 Pts, 4.5 Reb, 1.6 Ast	Franklin Road Academy	SO
24	205	Garrison Mathews	Franklin, TN	G	77	garrison-matthews-1	19.2 Pts, 5.1 Reb, 2.5 Ast	Franklin HS	SO
20	155	John Matt Merritt	Nashville, TN	G	72	johnmatt-merritt-1			FR
4	180	Cam Miller	Franklin, TN	G	73	cam-miller-1	1.9 Pts, 1.3 Reb, 0.9 Ast	Independence HS	SR
5	150	Nathan Moran	Franklin, TN	G	69	nathan-moran-1	10.3 Pts, 2.5 Reb, 4.4 Ast	Battle Ground Academy	JR
22	185	Eli Pepper	Princeton, KY	F	80	eli-pepper-1	4.9 Pts, 7.9 Reb, 1.3 Ast	Caldwell County HS	SO
12	200	Matt Rose	Lexington, KY	F	79	matt-rose-1			SO
2	205	Josh Williams	Jackson, MS	G	77	josh-williams-4	13.2 Pts, 3.2 Reb, 1.4 Ast	Jackson Prep HS	SR
32	220	Brett Wishon	Concord, NC	F	81	brett-wishon-1	2.0 Pts, 0.6 Reb, 0.4 Ast	Fork Union Military Academy	SR
