number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
24	246	Abdul Ado	Chattanooga, TN	F	83	abdul-ado-1			FR
23	167	Tyson Carter	Starkville, MS	G	76	tyson-carter-1	9.4 Pts, 2.6 Reb, 1.1 Ast		FR
45	240	E.J. Datcher	Vincent, AL	C	81	ej-datcher-1	1.3 Pts, 2.2 Reb, 0.0 Ast		FR
12	172	Drew Davis	Atlanta, GA	G	70	drew-davis-2	2.0 Pts, 0.0 Reb, 0.3 Ast		JR
34	250	Schnider Herard	Plano, TX	C	82	schnider-herard-1	3.5 Pts, 5.0 Reb, 0.4 Ast		FR
35	195	Aric Holman	Owensboro, KY	F	82	aric-holman-1	10.1 Pts, 6.6 Reb, 0.7 Ast	Owensboro HS	SO
4	220	Mario Kegler	Jackson, MS	G	79	mario-kegler-1	9.7 Pts, 5.7 Reb, 0.6 Ast		FR
1	188	Lamar Peters	New Orleans, LA	G	72	lamar-peters-1	9.8 Pts, 1.7 Reb, 2.8 Ast		FR
15	170	I.J. Ready	Rixey, AR	G	71	ij-ready-1	10.5 Pts, 2.9 Reb, 5.1 Ast	Parkview Magnet HS	SR
13	194	L.J. Singleton	Decatur, GA	G	77	lj-singleton-1	1.0 Pts, 0.6 Reb, 0.2 Ast		SO
3	190	Xavian Stapleton	Flora, MS	G	78	xavian-stapleton-1	6.2 Pts, 1.4 Reb, 0.2 Ast	Madison Central	SO
5	192	Joe Strugg	Montgomery, AL	F	81	joe-strugg-1	0.5 Pts, 0.5 Reb, 0.0 Ast	George Washington Carver HS	FR
20	202	Miles Washington	New Albany, MS	C	79	miles-washington-1	0.5 Pts, 0.0 Reb, 0.0 Ast		FR
11	190	Quinndary Weatherspoon	Canton, MS	G	76	quinndary-weatherspoon-1	17.7 Pts, 4.9 Reb, 2.2 Ast	Velma Jackson HS	SO
2	203	Eli Wright	Owensboro, KY	G	76	eli-wright-1	3.1 Pts, 1.2 Reb, 0.4 Ast		FR
