number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
11	190	Damarcus Croaker	Orlando, FL	G	74	damarcus-croaker-1	10.1 Pts, 5.0 Reb, 1.5 Ast	Jones	SR
40	235	Jalen Dupree	Cordova, TN	F	80	jalen-dupree-1	3.6 Pts, 2.8 Reb, 0.2 Ast		FR
1	185	Jerami Grace	Dallas, TX	G	75	jerami-grace-1	2.9 Pts, 1.6 Reb, 0.6 Ast		SO
10	190	Dondre Griffin	Raleigh, NC	G	75	dondre-griffin-1	2.1 Pts, 0.4 Reb, 0.6 Ast		FR
25	180	Byron Hawkins	Fort Washington, MD	G	73	byron-hawkins-1		Clinton Christian	JR
32	170	Bryce Jones	Brooklyn, NY	G	72	bryce-jones-2	13.0 Pts, 3.8 Reb, 3.5 Ast		SR
12	210	Gee McGhee	Baton Rouge, LA	G	76	gee-mcghee-1	5.1 Pts, 4.5 Reb, 1.2 Ast	Redemptorist	SR
	250	Terrell Miller Jr.	Jacksonville, FL	F	80	terrell-millerjr-1	14.5 Pts, 7.6 Reb, 1.4 Ast		JR
4	230	Brion Sanchious	Pompano Beach, FL	F	80	brion-sanchious-1	3.5 Pts, 4.2 Reb, 0.4 Ast	Northeast High School	SO
2	170	Jonathan Stark	Munford, TN	G	72	jonathan-stark-1	21.1 Pts, 3.5 Reb, 5.5 Ast	Munford	JR
23	190	Jachai Taylor	Waukegan, IL	G	79	jachai-taylor-1	5.3 Pts, 1.7 Reb, 0.2 Ast		FR
22	225	Gilbert Thomas Jr.	Houston, TX	F	79	gilbert-thomasjr-1	3.3 Pts, 3.3 Reb, 0.3 Ast		FR
