number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
14	185	Tony Armstrong	Montgomery, AL	F	78	tony-armstrong-1	10.2 Pts, 6.7 Reb, 0.6 Ast	George Washington Carver HS	SR
2	225	Corvon Butler	Indianapolis, IN	F	78	corvon-butler-1	5.7 Pts, 3.4 Reb, 0.3 Ast	Champaign Central	SR
31	245	Artis Cleveland	Detroit, MI	C	84	artis-cleveland-1	0.9 Pts, 0.7 Reb, 0.1 Ast		JR
12	175	Reginald Gee	Montgomery, AL	G	75	reginald-gee-1	6.5 Pts, 2.6 Reb, 0.4 Ast		FR
20	190	Glenn Hollaway	Douglasville, GA	F	81	glenn-hollaway-1	0.7 Pts, 1.4 Reb, 0.1 Ast		JR
4	205	Demetrius Houston	Montgomery, AL	F	79	demetrius-houston-1	7.7 Pts, 5.5 Reb, 1.3 Ast	George Washington Carver HS	JR
24	207	Branden Johnson	Garfield Heights, OH	C	79	branden-johnson-2	0.0 Pts, 0.3 Reb, 0.0 Ast	Garfield Heights High School	FR
30	170	Terrance LeFlore	Wetumpka, AL	G	73	terrance-leflore-1	6.1 Pts, 1.9 Reb, 2.6 Ast	Wetumpka HS	JR
5	175	Mehdy Ngouama	Paris, France	G	74	mehdy-ngouama-1			JR
21	175	Davante Pope	Pensacola, FL	G	74	davante-pope-1	2.0 Pts, 1.5 Reb, 0.5 Ast		SR
11	180	Austin Rogers	Montgomery, AL	G	76	austin-rogers-1	1.1 Pts, 1.1 Reb, 0.7 Ast		FR
52	160	Steve Rogers	Montgomery, AL	G	71	steve-rogers-1	5.8 Pts, 2.0 Reb, 1.3 Ast	Brew Tech HS	JR
1	190	Rodney Simeon	Miami, FL	G	77	rodney-simeon-1	11.6 Pts, 3.6 Reb, 0.6 Ast	Boyd H. Anderson	JR
13	175	Joseff Smith	Savannah, GA	G	74	joseff-smith-1		Sol C. Johnson HS	SO
3	190	Torloft Thomas	Montgomery, AL	G	76	torlorf-thomas-1	8.3 Pts, 2.8 Reb, 2.2 Ast	Meridian	SR
25	235	Mikel Tyson	Detroit, MI	F	76	mikel-tyson-1	2.7 Pts, 2.6 Reb, 0.4 Ast	Consortium HS (MI)	SO
0	245	Amir Warnock	Atlanta, GA	C	81	amir-warnock-1	4.4 Pts, 5.0 Reb, 0.3 Ast		JR
