number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
32	220	Conner Avants	Edmond, OK	F	79	conner-avants-1	11.4 Pts, 5.1 Reb, 0.7 Ast	Deer Creek HS	SO
1	190	Corey Baldwin	Bridgeport, CT	G	75	corey-baldwin-1	9.4 Pts, 3.6 Reb, 1.2 Ast		SR
43	202	Drick Bernstine	Aurora, CO	F	80	drick-bernstine-1	7.4 Pts, 7.8 Reb, 3.8 Ast	Cherokee Trail	JR
20	196	Thomas Blake	Hagerstown, MD	G	74	thomas-blake-1	1.1 Pts, 0.9 Reb, 0.4 Ast	St. Maria Goretti HS	SR
3	175	Billy Brown	Spirit Lake, IA	G	75	billy-brown-1	3.2 Pts, 1.7 Reb, 0.9 Ast		FR
2	200	Josh Collins	Minneapolis, MN	F	78	josh-collins-1	3.6 Pts, 2.1 Reb, 0.4 Ast	DeLeSalle HS	SO
	170	Geno Crandall	Minneapolis, MN	G	74	geno-crandall-1	12.2 Pts, 3.2 Reb, 3.8 Ast	DeLaSalle HS	SO
21	195	Quinton Hooker	Brooklyn Park, MN	G	72	quinton-hooker-1	18.4 Pts, 4.5 Reb, 3.4 Ast	Park Center HS	SR
11	185	Jafar Kinsey	Syracuse, NY	G	74	jafar-kinsey-1		Jamesville-Dewitt	JR
25	210	Devon Pekas	Hawley, MN	G	76	devon-pekas-2	1.3 Pts, 1.3 Reb, 0.5 Ast		SR
10	200	Solomon Rolls-Tyson		F	80	solomon-rolls-tyson-1			JR
15	180	Cortez Seales	Eldridge, IA	G	76	cortez-seales-1	5.8 Pts, 2.8 Reb, 1.5 Ast	North Scott HS	SO
5	235	Carson Shanks	Prior Lake, MN	C	84	carson-shanks-1	7.2 Pts, 2.4 Reb, 0.7 Ast	Prior Lake	JR
13	210	Marlon Stewart	Eldridge, IA	G	73	marlon-stewart-1		North Scott HS	SO
23	190	Kienan Walter	Vancouver, WA	F	80	kienan-walter-1	3.6 Pts, 2.2 Reb, 0.2 Ast		FR
