number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
3	176	Marcus Bartley	Decatur, IL	G	76	marcus-bartley-1		MacArthur HS	JR
40	200	Thik Bol	Omaha, NE	F	80	thik-bol-1	9.4 Pts, 7.5 Reb, 0.5 Ast		JR
23	185	Bernard Cherestal	Cobb, GA	F	80	bernard-cherestal-1	0.0 Pts, 0.0 Reb, 0.0 Ast		FR
10	175	Aaron Cook	St. Louis, MO	G	73	aaron-cook-2	3.7 Pts, 1.2 Reb, 1.2 Ast		FR
2	180	Crishawn Cook	Evanston, IL	G	73	crishawn-cook-1	0.0 Pts, 0.0 Reb, 0.0 Ast		FR
22	180	Armon Fletcher	Edwardsville, IL	G	76	armon-fletcher-1	13.8 Pts, 4.0 Reb, 1.2 Ast	Edwardsville HS	SO
25	201	Brendon Gooch	Belleville, IL	G	77	brendon-gooch-1			FR
13	207	Sean Lloyd	Philadelphia, PA	G	77	sean-lloyd-1	6.7 Pts, 2.4 Reb, 0.6 Ast	Mt. Zion Prep HS	SO
33	210	Sean O'Brien	Mundelein, IL	F	78	sean-obrien-1	12.2 Pts, 8.4 Reb, 2.7 Ast	Mundelein	JR
1	170	Mike Rodriguez	Boston, MA	G	70	mike-rodriguez-1	13.2 Pts, 2.6 Reb, 4.5 Ast	Roxbury HS (MA) / Redemption Christian Academy (NY)	SR
11	175	Tyler Smithpeters	Harrisburg, IL	G	75	tyler-smithpeters-1	0.0 Pts, 0.0 Reb, 0.0 Ast	Harrisburg HS	SR
24	225	Rudy Stradnieks	Riga, Latvia	F	81	rudy-stradnieks-1	2.4 Pts, 1.6 Reb, 0.2 Ast	Lee Academy (ME)	SO
5	180	Leo Vincent	Bensalem, PA	G	72	leo-vincent-1	9.1 Pts, 1.8 Reb, 1.5 Ast	Bensalem	SR
15	205	Austin Weiher	Kent, WA	F	80	austin-weiher-1	2.9 Pts, 1.0 Reb, 0.3 Ast	Creating Young Minds Academy (TX)	SO
	190	Jonathan Wiley	Houston, TX	G	78	jonathan-wiley-1	2.2 Pts, 2.1 Reb, 0.3 Ast	St. Pius X	JR
