number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
13	185	Emmanuel Chibuogwu	Seattle, WA	F	78	emmanuel-chibuogwu-1	6.3 Pts, 3.9 Reb, 1.6 Ast	Shorecrest HS	SR
23	180	Manroop Clair	British Columbia, Canada	G	74	manroop-clair-1	3.3 Pts, 2.7 Reb, 1.3 Ast	Huntington Prep	SR
42	235	Marko Cuze	Zagreb, Croatia	F	81	marko-cuze-1			FR
12	210	Mattia Da Campo	Venice, Italy	G	77	mattia-dacampo-1	0.7 Pts, 1.5 Reb, 1.3 Ast		FR
5	190	Matej Kavas	Ljubljana, Slovenia	G	79	matej-kavas-1	5.4 Pts, 1.9 Reb, 0.5 Ast	Gimnasija Bezigrad HS	FR
1	160	Morgan Means	Compton, CA	G	72	morgan-means-1	6.9 Pts, 2.8 Reb, 2.7 Ast		FR
	260	Aaron Menzies	Manchester, United Kingdom	C	87	aaron-menzies-1	12.3 Pts, 6.1 Reb, 0.6 Ast		SO
2	180	Malik Montoya	Federal Way, WA	G	74	malik-montoya-1	3.3 Pts, 1.5 Reb, 2.0 Ast	Federal Way HS	SO
30	170	Zack Moore	Bellevue, WA	G	76	zack-moore-1	9.7 Pts, 3.4 Reb, 0.9 Ast	Bellevue HS	SO
21	210	William Powell	Huntsville, AL	F	78	william-powell-1	11.4 Pts, 4.8 Reb, 3.4 Ast	Huntsville/IMG Academy (FL)	SR
14	180	Jack Shaughnessy	Woodstock, GA	G	74	jack-shaughnessy-1	1.6 Pts, 0.9 Reb, 1.0 Ast	Etowah HS	SO
15	210	Jake Spurgeon	Lake Oswego, OR	G	78	jake-spurgeon-1		Lakeridge HS	SO
11	215	Scott Ulaneo	Rome, Italy	F	82	scott-ulaneo-1	4.9 Pts, 4.2 Reb, 0.9 Ast		FR
	200	Brendan Westendorf	Auburn, WA	G	77	brendan-westendorf-1	15.0 Pts, 4.4 Reb, 3.4 Ast	Kentridge HS	SR
