number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
32	192	Monty Boykins	West Chester, OH	G	77	monty-boykins-1	3.0 Pts, 2.0 Reb, 0.0 Ast	Lakota West HS	SR
	232	Myles Cherry		F	80	myles-cherry-1	3.4 Pts, 5.1 Reb, 1.0 Ast		FR
20	195	Dom Cristiano	Valhalla, NY	F	80	dom-cristiano-1			FR
22	215	Sam Dunkum	North Little Rock, AR	F	82	sam-dunkum-1			SO
12	188	Auston Evans	Mckinney, TX	G	78	auston-evans-1	3.4 Pts, 1.9 Reb, 1.1 Ast		SO
5	190	Hunter Janacek	Houston, TX	G	76	hunter-janacek-1	7.6 Pts, 1.9 Reb, 0.5 Ast		FR
23	195	Lukas Jarrett	Northport, NY	F	79	lukas-jarrett-1	2.4 Pts, 1.8 Reb, 0.4 Ast		FR
13	232	Matt Klinewski	Voorhees, NJ	F	80	matt-klinewski-1	16.7 Pts, 6.1 Reb, 1.2 Ast	Eastern Regional HS	JR
11	166	Nick Lindner	Doylestown, PA	G	71	nick-lindner-1	13.6 Pts, 2.9 Reb, 5.1 Ast	Germantown Academy	SR
3	178	Jacob Orender	Jacksonville Beach, FL	G	72	jacob-orender-1	0.0 Pts, 0.0 Reb, 0.0 Ast		SO
10	185	Jimmy Panzini	Spring Lake, NJ	G	73	jimmy-panzini-1	0.4 Pts, 0.0 Reb, 0.0 Ast		FR
14	185	Cal Reichwein	Doylestown, PA	G	74	cal-reichwein-1			FR
4	160	Eric Stafford	Pitman, NJ	G	77	eric-stafford-1	6.9 Pts, 2.8 Reb, 2.1 Ast	Pitman HS	JR
24	190	Kyle Stout	Schnecksville, PA	G	78	kyle-stout-1	7.0 Pts, 3.3 Reb, 1.2 Ast		FR
33	200	Paulius Zalys	Kaunas, Lithuania	F	79	paulius-zalys-1	8.6 Pts, 3.9 Reb, 1.5 Ast	The Perkiomen School (PA)	SO
