number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
	160	Lamonte Bearden	Milwaukee, WI	G	75	lamonte-bearden-1		Germantown	JR
24	210	Willie Carmichael	Apopka, FL	F	80	willie-carmichael-1	2.3 Pts, 1.0 Reb, 0.0 Ast	Wekiva	SO
1	185	Tobias Howard	Lithonia, GA	G	74	tobias-howard-1	2.7 Pts, 1.4 Reb, 1.0 Ast		FR
23	239	Justin Johnson	Hazard, KY	F	79	justin-johnson-7	13.0 Pts, 8.3 Reb, 1.9 Ast	Perry County Central HS	JR
32	205	Que Johnson	Pontiac, MI	G	77	que-johnson-1	15.1 Pts, 5.0 Reb, 1.6 Ast	Westwind Prep	SR
	215	Ben Lawson	Hitchin, United Kingdom	F	85	ben-lawson-1	5.5 Pts, 3.3 Reb, 0.1 Ast	Oaklands College	SR
	210	Marty Leahy		G	77	marty-leahy-1	1.9 Pts, 0.9 Reb, 0.3 Ast		FR
5	200	Junior Lomomba	Quebec, Canada	G	77	junior-lomomba-1	6.1 Pts, 2.1 Reb, 3.2 Ast	Madison Memorial	SR
0	210	Jabari McGhee	Albany, GA	F	80	jabari-mcghee-1	6.7 Pts, 4.8 Reb, 0.2 Ast	Hargrave Military Academy (VA)	SO
15	185	Tyler Miller	Louisville, KY	G	76	tyler-miller-2	0.0 Pts, 0.0 Reb, 0.2 Ast		JR
3	160	Damari Parris	Bowie, MD	G	72	damari-parris-1	2.9 Pts, 1.0 Reb, 0.9 Ast		FR
21	195	Marko Stajkovski	Novi Sad, Serbia	G	79	marko-stajkovski-1	0.0 Pts, 0.5 Reb, 0.0 Ast		FR
12	195	Pancake Thomas	Baton Rouge, LA	G	75	cleveland-thomas-1	12.5 Pts, 3.3 Reb, 2.7 Ast	Scotlandville Magnet	SR
42	245	Anton Waters	Baltimore, MD	F	79	anton-waters-1	6.6 Pts, 4.9 Reb, 0.3 Ast		SR
