number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
3	180	Armoni Brooks	Round Rock, TX	G	76	armoni-brooks-1	4.4 Pts, 2.1 Reb, 0.2 Ast		FR
15	221	Devin Davis	Indianapolis, IN	F	79	devin-davis-1	9.2 Pts, 5.8 Reb, 1.2 Ast	Warren Central	JR
21	209	Damyean Dotson	Houston, TX	G	77	damyean-dotson-1	15.4 Pts, 7.0 Reb, 0.9 Ast	Yates	SR
5	195	Morris Dunnigan	Joliet, IL	G	75	morris-dunnigan-1	2.8 Pts, 0.9 Reb, 0.3 Ast		JR
1	210	Xavier Dupree	Houston, TX	F	81	xavier-dupree-1	1.6 Pts, 1.7 Reb, 0.4 Ast	Alief Taylor HS/Trent Internationale	SR
32	190	Robert Gray Jr.	Forest City, NC	G	74	robert-grayjr-1	20.1 Pts, 3.6 Reb, 2.9 Ast	West Oaks Academy (FL)	JR
30	185	Mateen Hirbod	Danville, CA	G	74	mateen-hirbod-1	1.3 Pts, 0.3 Reb, 0.1 Ast		FR
	190	Danrad Knowles	Nassau, Bahamas	F	82	danrad-knowles-1	9.4 Pts, 4.0 Reb, 0.2 Ast	Homeschool Christian Youth Association	SR
33	225	Kyle Meyer	Atlanta, GA	C	82	kyle-meyer-1	2.4 Pts, 2.6 Reb, 0.3 Ast	Northview	SR
13	220	Bertrand Nkali	Bertoua, Cameroon	F	81	bertrand-nkali-1	2.0 Pts, 2.7 Reb, 0.1 Ast	Arlington Country Day	SR
25	170	Galen Robinson Jr.	Houston, TX	G	72	galen-robinsonjr-1	6.2 Pts, 3.4 Reb, 5.0 Ast	Westbury HS	SO
20	250	Valentine Sangoyomi	Lagos, Nigeria	C	81	valentine-sangoyomi-1			JR
12	180	Wes VanBeck	Houston, TX	G	74	wes-vanbeck-1	8.8 Pts, 2.6 Reb, 2.1 Ast	Westside HS	JR
