number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
5	220	Rodney Bullock	Hampton, VA	F	79	rodney-bullock-1	17.2 Pts, 6.4 Reb, 1.7 Ast	Kecoughtan HS	JR
24	185	Kyron Cartwright	Compton, CA	G	71	kyron-cartwright-1	9.5 Pts, 3.1 Reb, 6.8 Ast	Compton HS	JR
22	200	Ricky Council II	Durham, NC	G	77	ricky-councilii-1	0.6 Pts, 0.6 Reb, 0.0 Ast	Moravian Prep HS	SO
11	205	Alpha Diallo	New York, NY	G	79	alpha-diallo-1	3.2 Pts, 2.0 Reb, 0.6 Ast		FR
2	180	Bryan Donovan	Gainesville, FL	G	72	bryan-donovan-1			FR
25	185	Drew Edwards	Perry Hall, MD	G	75	drew-edwards-1	3.0 Pts, 0.6 Reb, 0.3 Ast	Calvert Hall HS	SO
35	205	Ryan Fazekas	Chesterton, IN	G	80	ryan-fazekas-1	4.2 Pts, 1.4 Reb, 0.4 Ast	Marquette Catholic HS	SO
15	215	Emmitt Holt	Webster, NY	F	79	emmitt-holt-1	13.4 Pts, 5.9 Reb, 0.9 Ast	Webster Schroeder	JR
44	207	Isaiah Jackson	Gainesville, FL	G	78	isaiah-jackson-2	4.4 Pts, 3.1 Reb, 1.2 Ast	The Villages Charter	SO
21	195	Jalen Lindsey	Murfreesboro, TN	G	79	jalen-lindsey-1	10.3 Pts, 3.9 Reb, 0.6 Ast	Huntington Prep HS	JR
34	195	Tom Planek	Oak Park, IL	F	78	tom-planek-1	0.0 Pts, 0.8 Reb, 0.0 Ast	Fenwick HS	JR
4	180	Maliek White	Richmond, VA	G	74	maliek-white-1	2.4 Pts, 1.1 Reb, 1.3 Ast		FR
12	180	Casey Woodring	Darien, CT	G	74	casey-woodring-1	1.0 Pts, 0.3 Reb, 0.0 Ast	Cushing Academy	SR
13	250	Kalif Young	Ontario, Canada	F	81	kalif-young-1	4.0 Pts, 3.7 Reb, 0.5 Ast		FR
