number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
2	200	Mohamed Abuarisha	Hadera, Israel	G	79	mohamed-abuarisha-1	1.3 Pts, 0.7 Reb, 0.3 Ast		FR
25	195	Keeto Browne		G	71	keeto-browne-1			
11	250	Jacara Cross	Lithonia, GA	F	80	jacara-cross-1	5.4 Pts, 2.3 Reb, 0.1 Ast		FR
31	200	Christian Cunningham	Albuquerque, NM	F	78	christian-cunningham-2	8.3 Pts, 7.9 Reb, 0.8 Ast		SO
5	180	Des Curry	Jacksonville, AL	G	72	des-curry-1	1.3 Pts, 0.0 Reb, 0.3 Ast	Jacksonville HS	JR
21	165	Malcolm Drumwright	Rancho Cucamonga, CA	G	75	malcolm-drumwright-1	12.7 Pts, 2.3 Reb, 3.7 Ast	Rancho Cucamonga HS	JR
15	190	Erik Durham	Springfield, MO	G	76	erik-durham-1	12.2 Pts, 4.6 Reb, 2.0 Ast		SR
4	165	Tyrik Edwards	Hopkinsville, KY	G	70	tyrik-edwards-1	4.5 Pts, 1.1 Reb, 2.5 Ast		FR
	245	Norbertas Giga		F	82	norbertas-giga-1	11.3 Pts, 7.9 Reb, 1.4 Ast		
3	195	Derrick Green	Baltimore, MD	G	75	derrick-green-1	1.0 Pts, 0.9 Reb, 0.2 Ast		FR
0	200	Immanuel Griggs	Newnan, GA	F	80	immanuel-griggs-1			JR
10	195	Deshawn Jones	Gulfport, MS	G	75	deshawn-jones-1	1.0 Pts, 0.5 Reb, 0.5 Ast		JR
34	175	Ashton Spears	Independence, LA	G	74	ashton-spears-1	2.5 Pts, 0.8 Reb, 0.6 Ast		FR
33	227	Andre Statam	Cape Girardeau, MO	G	78	andre-statam-1	4.1 Pts, 2.0 Reb, 0.2 Ast		SO
1	190	Greg Tucker	Charleston, MO	G	74	greg-tucker-3	8.9 Pts, 2.2 Reb, 2.1 Ast	Charleston	SR
