number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
30	250	Sam Berlin	Manassas, VA	C	82	sam-berlin-1			SO
33	215	Miles Bowman	Winston-salem, NC	F	78	miles-bowman-1	13.3 Pts, 9.0 Reb, 0.5 Ast	Parkland	SR
22	180	Andre Fox	Greenbelt, MD	G	76	andre-fox-1	13.1 Pts, 3.6 Reb, 1.9 Ast	Eleanor Roosevelt HS	SO
35	180	Dexter Gooding	Daytona Beach, FL	G	76	dexter-gooding-1	0.0 Pts, 0.7 Reb, 0.3 Ast	Spruce Creek HS	SO
1	217	Brandon Kamga	Reston, VA	G	77	brandon-kamga-1		South Lakes HS	FR
24	170	Anthony Lindauer	Moline, IL	G	75	anthony-lindauer-1	10.4 Pts, 2.5 Reb, 2.6 Ast	Moline/Southern Tech Prep	SR
25	215	Ricky Madison	Norcross, GA	G	79	ricky-madison-1	5.9 Pts, 5.8 Reb, 0.4 Ast	Norcross HS	SO
13	205	Jahaad Proctor	Harrisburg, PA	G	75	jahaad-proctor-1			FR
15	215	Cliff Thomas Jr.	Montgomery, AL	F	80	cliff-thomasjr-1	2.0 Pts, 2.0 Reb, 0.0 Ast		FR
10	210	Tarique Thompson	Raeford, NC	F	77	tarique-thompson-1	8.3 Pts, 4.5 Reb, 0.6 Ast	Hoke County HS	SR
14	205	Luke Vargo	Dublin, OH	F	79	luke-vargo-1	1.3 Pts, 1.1 Reb, 0.2 Ast		FR
2	180	Austin White	South Orange, NJ	G	72	austin-white-1	3.4 Pts, 1.5 Reb, 1.2 Ast	Saint Peter's Prep	JR
34	225	Jordan Whitehead	Morris Plains, NJ	F	77	jordan-whitehead-1	0.7 Pts, 1.3 Reb, 0.1 Ast	Saint Peter's Prep HS	JR
4	170	Jalen Williams	Clinton, MD	G	74	jalen-williams-12	2.1 Pts, 0.7 Reb, 1.1 Ast		JR
3	175	Jamal Wright	Upper Marlboro, MD	G	71	jamal-wright-1	8.8 Pts, 2.1 Reb, 3.5 Ast		FR
