number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
3	175	Malcolm Allen	Las Vegas, NV	G	73	malcolm-allen-1	1.4 Pts, 0.6 Reb, 0.6 Ast	Centennial HS	JR
15	190	Marcus Allen	Las Vegas, NV	G	75	marcus-allen-2	4.4 Pts, 2.4 Reb, 1.3 Ast	Centennial HS	SR
2	165	Robert Cartwright	Pasadena, CA	G	74	robert-cartwright-1	5.7 Pts, 1.4 Reb, 2.8 Ast	Flintridge Prepatory	SO
4	170	Andrew Ekmark	Paradise Valley, AZ	G	74	andrew-ekmark-1			FR
12	175	Josh Hanson	Houston, TX	G	73	josh-hanson-1	0.0 Pts, 0.0 Reb, 0.0 Ast		JR
	155	Rodney Herenton	Chicago, IL	G	73	rodney-herenton-1	0.5 Pts, 0.0 Reb, 0.0 Ast		FR
10	215	Michael Humphrey	Phoenix, AZ	F	81	michael-humphrey-1	7.4 Pts, 4.5 Reb, 1.0 Ast	Sunnyslope HS	JR
13	190	Blake Pagon	Haymarket, VA	G	76	blake-pagon-1	0.5 Pts, 0.5 Reb, 0.0 Ast		FR
11	210	Dorian Pickens	Phoenix, AZ	G	77	dorian-pickens-1	13.2 Pts, 4.0 Reb, 1.5 Ast	Pinnacle HS	JR
5	205	Kodye Pugh	Baltimore, MD	F	80	kodye-pugh-1			FR
1	185	Christian Sanders	Houston, TX	G	76	christian-sanders-1	3.8 Pts, 2.7 Reb, 3.8 Ast	St. Thomas HS	SR
20	210	Josh Sharma	Lexington, MA	C	84	josh-sharma-1	3.9 Pts, 2.9 Reb, 0.1 Ast	Northfield Mt. Hermon HS	SO
14	180	Marcus Sheffield	Alpharetta, GA	G	77	marcus-sheffield-1	7.6 Pts, 1.5 Reb, 1.5 Ast	Chattahoochee HS	SO
33	220	Trevor Stanback	Pasadena, CA	F	83	trevor-stanback-1	0.2 Pts, 0.3 Reb, 0.6 Ast		FR
22	240	Reid Travis	Minneapolis, MN	F	80	reid-travis-1	17.5 Pts, 9.6 Reb, 0.4 Ast	DeLaSalle HS	JR
30	245	Grant Verhoeven	Hanford, CA	C	81	grant-verhoeven-1	4.8 Pts, 3.1 Reb, 0.2 Ast	Central Valley Christian HS	SR
21	200	Cameron Walker	Santa Maria, CA	F	79	cameron-walker-1	1.1 Pts, 1.8 Reb, 0.3 Ast	Righetti HS	SO
