number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
11	201	Eli Cain	Willingboro, NJ	G	78	eli-cain-1	17.4 Pts, 4.4 Reb, 1.8 Ast		SO
44	293	Levi Cook	Arnett, WV	C	82	levi-cook-1	2.9 Pts, 2.8 Reb, 0.2 Ast		FR
	200	R.J. Curington	Dyer, IN	G	77	rj-curington-1	4.0 Pts, 2.6 Reb, 0.6 Ast	Oak Hill Academy (VA)	SR
4	189	Brandon Cyrus	Ontario, Canada	G	77	brandon-cyrus-1	5.2 Pts, 3.8 Reb, 0.9 Ast		FR
23	260	Al Eichelberger	Saginaw, MI	F	80	al-eichelberger-1	2.7 Pts, 1.5 Reb, 0.0 Ast		FR
3	207	Devin Gage	Chicago, IL	G	74	devin-gage-1	4.1 Pts, 1.0 Reb, 0.9 Ast		FR
5	205	Billy Garrett	Chicago, IL	G	78	billy-garrett-1	15.1 Pts, 2.6 Reb, 3.2 Ast	Morgan Park HS	SR
12	200	Erten Gazi	Guselyurt, Cyprus	G	76	erten-gazi-1	1.9 Pts, 1.1 Reb, 0.3 Ast		SO
2	182	Austin Grandstaff	Rowlett, TX	G	76	austin-grandstaff-1		Rockwall HS	SO
33	205	Joe Hanel	Savage, MN	F	79	joe-hanel-1	3.9 Pts, 5.0 Reb, 0.7 Ast	Holy Family Catholic HS	JR
51	168	Chris Harrison-Docks	Okemos, MI	G	72	chris-harrison-docks-1	4.7 Pts, 0.7 Reb, 0.9 Ast	Okemos	SR
32	220	David Leitao III	Virginia Beach, VA	F	79	david-leitaoiii-1	0.0 Pts, 0.5 Reb, 0.0 Ast		SR
10	209	Tre'Darius McCallum	Myrtle Beach, SC	F	79	tredarius-mccallum-1	9.8 Pts, 7.3 Reb, 1.8 Ast		JR
30	243	Peter Ryckbosch	Chicago, IL	F	82	peter-ryckbosch-1		St. Ignatius HS	SR
31	217	Max Strus	Hickory Hills, IL	G	78	max-strus-1			JR
1	190	Darrick Wood	Alexandria, VA	G	77	darrick-wood-1	5.5 Pts, 1.8 Reb, 0.8 Ast	Bridgton Academy (ME)	SR
