number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
12	225	Koch Bar	Abyei, South Sudan	C	82	koch-bar-1	6.6 Pts, 5.9 Reb, 0.4 Ast		FR
	245	Callum Barker	Tasmania, Australia	F	81	callum-barker-1	2.3 Pts, 2.0 Reb, 0.2 Ast	Notre Dame Prep HS	SO
5	175	Darrell Brown	Memphis, TN	G	70	darrell-brown-1	12.2 Pts, 1.7 Reb, 2.5 Ast		FR
34	225	Alex Foster	Plainfield, IL	F	80	alex-foster-1	2.2 Pts, 0.8 Reb, 0.1 Ast	Seton Academy	JR
0	155	Lou Griffith	Washington, IL	G	69	lou-griffith-1			FR
14	206	Peter Hanley	Peoria, IL	F	79	peter-hanley-1	0.5 Pts, 0.8 Reb, 0.0 Ast	Notre Dame HS	SO
	185	Jayden Hodgson		G	75	jayden-hodgson-1	3.4 Pts, 1.2 Reb, 1.5 Ast		FR
25	195	Nate Kennell	Metamora, IL	G	78	nate-kennell-1	6.1 Pts, 1.6 Reb, 1.2 Ast		FR
	206	Dwayne Lautier-Ogunleye	London, United Kingdom	G	75	dwayne-lautier-ogunleye-1	7.3 Pts, 3.4 Reb, 1.7 Ast		SO
24	185	JoJo McGlaston	Dublin, CA	G	77	jojo-mcglaston-1	9.6 Pts, 4.4 Reb, 1.1 Ast	Dublin	JR
20	210	Jerome Merritt	Hudson, FL	F	77	jerome-merritt-1			FR
3	200	Antoine Pittman	Rockford, IL	G	73	antoine-pittman-1	6.6 Pts, 1.9 Reb, 0.9 Ast	Auburn HS	SO
2	179	Ronnie Suggs	Washington, MO	G	77	ronnie-suggs-1	2.3 Pts, 1.8 Reb, 0.3 Ast	Vermont Academy	SO
1	213	Donte Thomas	Calumet City, IL	F	79	donte-thomas-1	4.6 Pts, 5.2 Reb, 0.8 Ast		JR
13	208	Luuk van Bree	Venray, Netherlands	F	81	luke-vanbree-1	5.6 Pts, 3.1 Reb, 1.0 Ast	Canarias Basketball Academy (Spain)	SO
