number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
11	170	David Efianayi	Orlando, FL	G	74	david-efianayi-1	12.8 Pts, 1.9 Reb, 1.9 Ast	Oconee HS	SO
2	175	Eric Jamison	East Point, GA	G	76	eric-jamison-1	3.7 Pts, 1.4 Reb, 0.5 Ast		SO
1	175	Justin Jenkins	Knoxville, TN	G	74	justin-jenkins-1	2.0 Pts, 0.7 Reb, 0.5 Ast	Wings Academy	SO
10	195	Nate Johnson	Hollywood, FL	G	76	nate-johnson-6			FR
25	200	DJ Laster	Pensacola, FL	F	78	dj-laster-1	5.9 Pts, 3.1 Reb, 0.2 Ast		SO
14	240	Brandon Miller	Orlando, FL	F	78	brandon-miller-5	6.3 Pts, 3.8 Reb, 0.4 Ast	Orlando Christian Prep HS	SO
20	230	Tyrell Nelson	Charlotte, NC	F	79	tyrell-nelson-1	13.0 Pts, 6.7 Reb, 1.6 Ast	Metrolina Christian Academy	SR
31	240	L'Hassane Niangane	Chalone-sur-sa?ne, France	C	82	lhassane-niangane-1	2.8 Pts, 4.3 Reb, 0.6 Ast		JR
5	180	Liam O'Reilly	Austin, TX	G	74	liam-oreilly-1	7.7 Pts, 3.1 Reb, 1.4 Ast		JR
3	190	Laquincy Rideau	West Palm Beach, FL	G	73	laquincy-rideau-1	12.8 Pts, 5.4 Reb, 5.1 Ast	Blanche Ely HS	SO
	180	Jamaal Robateau	Sunshine Coast, Australia	G	77	jamaal-robateau-1	9.2 Pts, 2.6 Reb, 1.6 Ast		JR
	210	Matthew Rodden		F	78	matthew-rodden-1	2.3 Pts, 1.7 Reb, 0.3 Ast		
4	180	Christian Turner	Atlanta, GA	G	70	christian-turner-1	2.1 Pts, 1.4 Reb, 2.5 Ast		FR
24	225	Patrick Zeck	Atlanta, GA	F	79	patrick-zeck-1	1.8 Pts, 1.8 Reb, 0.3 Ast		FR
