number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
14	200	Matt Dahlen	Redmond, OR	F	78	matt-dahlen-1	1.8 Pts, 2.6 Reb, 0.7 Ast	Redmond	JR
13	210	Keondre Dew	San Bernardino, CA	F	80	keondre-dew-1	2.0 Pts, 3.2 Reb, 0.7 Ast	Elev8 Sports Institute	JR
12	240	Drew Eubanks	Troutdale, OR	F	82	drew-eubanks-1	14.4 Pts, 8.7 Reb, 1.1 Ast	Reynolds HS	SO
34	235	Ben Kone	San Jose, CA	F	80	ben-kone-1	3.1 Pts, 2.8 Reb, 0.3 Ast		FR
24	180	Kendal Manuel	Billings, MT	G	76	kendal-manuel-1	8.2 Pts, 2.0 Reb, 1.8 Ast	Skyview HS	FR
	185	Jaquori McLaughlin	Gig Harbor, WA	G	76	jaquori-mclaughlin-1	12.1 Pts, 2.6 Reb, 2.4 Ast		FR
22	202	Daine Muller	Billings, MT	G	76	daine-muller-1	2.6 Pts, 1.1 Reb, 1.1 Ast		JR
5	230	Cheikh N'diaye	Dakar, Senegal	C	84	cheikh-ndiaye-1	3.6 Pts, 2.2 Reb, 0.1 Ast	Army-Navy Academy	SR
23	250	Gligorije Rakocevic	Bijelo Polj, Montenegro	C	83	gligorije-rakocevic-1	2.6 Pts, 2.5 Reb, 0.1 Ast	Cantwell-Sacred Heart of Mary HS	SO
31	235	Christian Russell	Salem, OR	C	83	christian-russell-1			FR
15	201	Tanner Sanders	Corvallis, OR	G	76	tanner-sanders-1	0.6 Pts, 1.4 Reb, 0.4 Ast	Crescent Valley	SO
2	195	Ronnie Stacy	Alexander City, AL	G	76	ronnie-stacy-1	2.8 Pts, 2.3 Reb, 1.4 Ast		JR
1	170	Stephen Thompson Jr.	Los Angeles, CA	G	76	stephen-thompsonjr-1	15.7 Pts, 4.2 Reb, 3.5 Ast	Bishop Montgomery HS	SO
3	220	Tres Tinkle	Missoula, MT	F	80	tres-tinkle-1	20.2 Pts, 8.3 Reb, 2.3 Ast	Hellgate HS	SO
