number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
4	180	Maxx Bleecher	Boca Raton, FL	G	74	maxx-bleecher-1	4.5 Pts, 3.0 Reb, 0.0 Ast	West Boca Raton HS	SO
23	210	Christian Carlyle	Jacksonville, FL	G	78	christian-carlyle-1	4.3 Pts, 1.8 Reb, 1.8 Ast		FR
15	253	Ricky Doyle	Cape Coral, FL	F	82	ricky-doyle-1		Bishop Verot HS	SO
14	172	Rendijs Feikners	Riga, Latvia	G	74	rendijs-feikners-1	5.3 Pts, 1.0 Reb, 1.3 Ast		FR
	180	Brandon Goodwin	Norcross, GA	G	72	brandon-goodwin-1	16.7 Pts, 3.8 Reb, 4.2 Ast	Norcross	JR
5	195	Zach Johnson	Miami, FL	G	74	zach-johnson-2	11.2 Pts, 2.2 Reb, 3.3 Ast	Norland HS	SO
2	150	Joshua Ko	Kailua, HI	G	73	joshua-ko-1	1.3 Pts, 1.3 Reb, 1.7 Ast	Kalaheo	JR
33	185	Dolan Mahoney	Bradenton, FL	G	74	dolan-mahoney-1	1.7 Pts, 0.0 Reb, 0.3 Ast		SO
10	220	Kevin Mickle	Brooklyn, NY	F	79	kevin-mickle-1	2.3 Pts, 2.9 Reb, 0.5 Ast		JR
21	210	Demetris Morant	Miami, FL	F	81	demetris-morant-1	9.9 Pts, 7.5 Reb, 0.7 Ast	Bishop Gorman	SR
25	225	Marc Eddy Norelia	Orlando, FL	F	80	marc-eddy-norelia-1	7.6 Pts, 2.7 Reb, 1.0 Ast	Olympia	SR
1	162	Reggie Reid	Harlem, GA	G	71	reggie-reid-1	3.0 Pts, 1.2 Reb, 2.9 Ast	Harlem HS	SO
13	213	RaySean Scott Jr.	Compton, CA	F	79	raysean-scottjr-1	4.3 Pts, 2.4 Reb, 0.3 Ast		FR
32	250	Antravious Simmons	Miami, FL	F	81	antravious-simmons-1	7.5 Pts, 4.5 Reb, 0.5 Ast	South Miami	JR
11	180	Christian Terrell	Jacksonville, FL	G	76	christian-terrell-1	10.9 Pts, 2.9 Reb, 2.7 Ast	Providence HS	JR
3	205	Rayjon Tucker	Charlotte, NC	G	77	rayjon-tucker-1	9.8 Pts, 3.8 Reb, 1.3 Ast	Northside Christian Academy	SO
12	200	C.J. Williamson	Orlando, FL	G	78	cj-williamson-1		Evans HS	SO
