number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
3	210	Keion Alexander	Brooklyn, NY	F	81	keion-alexander-1	1.3 Pts, 0.8 Reb, 0.2 Ast		JR
25	195	Ronnye Beamon	Calumet City, IL	F	76	ronnye-beamon-1	4.6 Pts, 3.1 Reb, 0.6 Ast	Bishop Noll	SR
	185	Ty'Quan Bitting	Winston-salem, NC	F	80	tyquan-bitting-1	4.3 Pts, 2.1 Reb, 0.4 Ast	Mount Tabor High School	SR
10	200	Alonzo Chatman	Chicago, IL	F	79	alonzo-chatman-1	2.0 Pts, 3.7 Reb, 0.0 Ast		FR
35	192	Soufiyane Diakite	Bronx, NY	F	78	soufiyane-diakite-1	6.5 Pts, 2.7 Reb, 0.8 Ast		JR
5	155	Miguel Dicent	Santo Domingo, Dominican Republic	G	75	miguel-dicent-1	8.6 Pts, 2.6 Reb, 4.3 Ast	Canarias Basketball Academy	JR
13	210	Lamontray Harris	Louisville, KY	F	79	lamontray-harris-1	9.9 Pts, 6.0 Reb, 1.6 Ast		SO
32	189	Djimon Henson	Indianapolis, IN	G	75	djimon-henson-1	4.1 Pts, 0.8 Reb, 0.8 Ast		FR
11	170	Malik Maitland	Daytona Beach, FL	G	71	malik-maitland-1	8.8 Pts, 1.8 Reb, 3.8 Ast	Father Lopez Catholic	SO
15	219	DeJuan Marrero	Gary, IN	F	77	dejuan-marrero-1	10.8 Pts, 7.8 Reb, 1.4 Ast	Bowman Academy	SR
22	165	Xavier Moon	Goodwater, AL	G	74	xavier-moon-1	15.5 Pts, 3.7 Reb, 4.4 Ast	Central Coosa	SR
21	190	Wes Noble	Jackson, KY	F	77	wes-noble-1	3.5 Pts, 0.8 Reb, 0.3 Ast	Breathitt County	SO
2	177	Jordan Walker	Indianapolis, IN	G	73	jordan-walker-2	8.5 Pts, 2.2 Reb, 1.6 Ast		FR
1	235	Treshaad Williams	Nashville, GA	F	77	treshaad-williams-1	7.3 Pts, 4.3 Reb, 0.4 Ast	Berrien County	SR
23	194	Malik Winston	Baltimore, MD	G	76	malik-winston-1			FR
