number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
34	220	Richmond Aririguzoh	Ewing, NJ	C	81	richmond-aririguzoh-1	3.0 Pts, 2.3 Reb, 0.5 Ast		FR
5	160	Amir Bell	East Brunswick, NJ	G	75	amir-bell-2	4.4 Pts, 2.1 Reb, 1.7 Ast	East Brunswick HS	JR
11	170	Elias Berbari	Greenlawn, NY	G	74	elias-berbari-1	0.0 Pts, 0.3 Reb, 0.0 Ast		SO
44	240	Noah Bramlage	Glandorf, OH	F	79	noah-bramlage-1	0.6 Pts, 1.0 Reb, 0.6 Ast	Ottawa-Glandorf	SO
30	231	Hans Brase	Clover, SC	F	80	hans-brase-1	6.4 Pts, 2.8 Reb, 1.4 Ast	Hill School (PA)	SR
35	235	Alec Brennan	Weston, MA	F	83	alec-brennan-1	3.5 Pts, 2.2 Reb, 0.3 Ast	Milton Academy	JR
3	180	Devin Cannady	Mishawaka, IN	G	73	devin-cannady-1	13.3 Pts, 3.2 Reb, 1.9 Ast		SO
21	190	Henry Caruso	San Mateo, CA	F	76	henry-caruso-1	9.5 Pts, 4.4 Reb, 0.8 Ast	Junipero Serra HS	SR
25	185	Steven Cook	Winnetka, IL	F	77	steven-cook-1	15.0 Pts, 4.9 Reb, 1.5 Ast	New Trier	SR
32	215	Jackson Forbes	Plano, TX	F	78	jackson-forbes-1	1.0 Pts, 0.8 Reb, 0.5 Ast	John Paul II HS	JR
13	255	Will Gladson	Chesterfield, MO	F	82	will-gladson-1	2.4 Pts, 1.2 Reb, 0.5 Ast		FR
4	185	Mike LeBlanc	Dover, NH	F	78	mike-leblanc-1	1.2 Pts, 0.4 Reb, 0.1 Ast	New Hampton HS	JR
	205	Alexander Lee		C	77	alexander-lee-1	1.3 Pts, 0.7 Reb, 0.0 Ast		
31	225	Pete Miller	Winchester, MA	F	82	pete-miller-1	3.0 Pts, 3.9 Reb, 1.4 Ast	Northfield Mount Hermon	SR
2	165	Jose Morales	Miramar, FL	G	69	jose-morales-1	1.3 Pts, 0.0 Reb, 0.4 Ast		FR
14	165	Khyan Rayner	Portland, OR	G	71	khyan-rayner-1	0.4 Pts, 0.3 Reb, 0.1 Ast	Jesuit	SR
1	200	Vittorio Reynoso-Avila	La Mirada, CA	F	77	vittorio-reynoso-avila-1	3.3 Pts, 2.0 Reb, 1.3 Ast		FR
12	190	Myles Stephens	Lawrenceville, NJ	G	76	myles-stephens-1	8.2 Pts, 3.6 Reb, 1.2 Ast	The Pennington School (NJ) / St. Andrew's School (DE)	SO
10	180	Spencer Weisz	Florham Park, NJ	F	76	spencer-weisz-1	10.1 Pts, 5.4 Reb, 4.1 Ast	Seton Hall Prep	SR
	170	Aaron Young	Falls Church, VA	G	72	aaron-young-2	3.0 Pts, 0.7 Reb, 0.2 Ast	Virginia Episcopal HS	JR
