number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
20	175	Henry Baddley	Wadsworth, OH	G	76	henry-baddley-1	1.8 Pts, 1.1 Reb, 0.3 Ast		FR
3	170	Kamar Baldwin	Winder, GA	G	72	kamar-baldwin-1	8.4 Pts, 2.9 Reb, 1.3 Ast		FR
25	175	Steven Bennett	New Castle, IN	G	74	steven-bennett-1	0.0 Pts, 0.8 Reb, 0.8 Ast	Chrysler HS	SR
50	240	Joey Brunk	Indianapolis, IN	F	83	joey-brunk-1	3.1 Pts, 1.0 Reb, 0.1 Ast		FR
45	225	Andrew Chrabascz	Portsmouth, RI	F	79	andrew-chrabascz-1	11.9 Pts, 5.0 Reb, 2.9 Ast	Cushing Academy	SR
51	250	Nate Fowler	Cincinnati, OH	C	82	nate-fowler-1	5.6 Pts, 2.6 Reb, 0.4 Ast	Moeller HS	SO
2	185	Paul Jorgensen	New City, NY	G	74	paul-jorgensen-1		Don Bosco Prep (NJ)	JR
1	170	Tyler Lewis	Statesville, NC	G	71	tyler-lewis-1	7.4 Pts, 1.6 Reb, 4.4 Ast	Oak Hill Academy (VA)	SR
30	215	Kelan Martin	Louisville, KY	F	78	kelan-martin-1	17.4 Pts, 5.5 Reb, 1.4 Ast	Ballard HS	JR
22	182	Sean McDermott	Anderson, IN	G	78	sean-mcdermott-1	3.3 Pts, 2.0 Reb, 0.5 Ast	Pendleton Heights HS	FR
10	195	Trey Pettus	St. Louis, MO	G	76	trey-pettus-1	2.0 Pts, 0.3 Reb, 0.8 Ast	MICDS	SR
11	200	Kethan Savage	Fairfax, VA	G	75	kethan-savage-1	5.2 Pts, 1.5 Reb, 1.3 Ast	Episcopal	SR
4	245	Tyler Wideman	Schererville, IN	F	80	tyler-wideman-1	8.6 Pts, 5.3 Reb, 0.4 Ast	Lake Central HS	JR
	196	Avery Woodson	Waynesboro, MS	G	74	avery-woodson-1	8.3 Pts, 2.3 Reb, 1.1 Ast	Wayne County	SR
