number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
2	190	Malcolm Brent	Silver Spring, MD	G	77	malcolm-brent-1	3.0 Pts, 0.4 Reb, 0.3 Ast	Northwood HS	JR
23	190	Max Curran	Hooksett, NH	F	81	max-curran-1	3.3 Pts, 2.4 Reb, 0.3 Ast		FR
12	185	Will Darley	Timonium, MD	G	80	will-darley-1	13.1 Pts, 4.1 Reb, 1.6 Ast	Dulaney/Fishburne Academy	SR
1	180	Rodney Elliott	Baltimore, MD	G	72	rodney-elliott-2	7.0 Pts, 2.0 Reb, 3.0 Ast	John Carroll HS	JR
	185	Daquon Ervin	Brooklyn, NY	G	72	daquon-ervin-1	1.2 Pts, 1.0 Reb, 0.8 Ast	Northfield Mount Hermon HS	SO
35	225	Nolan Gerrity	Cleveland, OH	F	82	nolan-gerrity-1	7.1 Pts, 5.9 Reb, 0.5 Ast	Barea-Midpark HS	SO
3	165	Ben Grace	Baltimore, MD	G	70	ben-grace-1	3.4 Pts, 0.8 Reb, 1.0 Ast	The Gilman School	SR
5	180	Jourdan Grant	Bowie, MD	G	74	jourdan-grant-1	7.2 Pts, 3.8 Reb, 2.0 Ast	Archbishop Spalding HS	JR
24	170	Ishmail Jabbie	Bowie, MD	G	75	ishmail-jabbie-1	0.0 Pts, 1.0 Reb, 0.0 Ast	Eleanor Roosevelt HS	SO
33	210	Arkel Lamar	Bridgeport, CT	G	77	arkel-lamar-1	4.2 Pts, 4.0 Reb, 0.4 Ast		FR
10	175	Jairus Lyles	Silver Spring, MD	G	74	jairus-lyles-1	21.6 Pts, 6.8 Reb, 2.5 Ast	DeMatha Catholic	JR
11	150	K.J. Maura	San Juan, Puerto Rico	G	67	kj-maura-1	8.4 Pts, 2.7 Reb, 4.0 Ast	Arlington Country Day	JR
25	215	David Park	Wheeling, WV	G	77	david-park-1			FR
21	235	Sam Schwietz	Frisco, TX	F	81	sam-schwietz-1	1.0 Pts, 1.0 Reb, 0.0 Ast	Johnson Ferry Christian Academy (GA)	SO
13	210	Joe Sherburne	Whitefish Bay, WI	G	78	joe-sherburne-1	14.6 Pts, 4.4 Reb, 1.9 Ast	Whitefish Bay HS	SO
4	175	Joel Wincowski	Lake George, NY	G	74	joel-wincowski-1	2.5 Pts, 0.8 Reb, 0.5 Ast	Lake George HS	SO
