number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
2	215	Chris Bolden	Tifton, GA	G	75	chris-bolden-1		North Gwinnett	SR
	162	Armani Chaney	Chicago, IL	G	70	armani-chaney-1	3.1 Pts, 1.3 Reb, 1.6 Ast		SO
22	220	Daniel Cummings	Ontario, Canada	G	77	daniel-cummings-1			FR
10	165	Thomas Davis	Nashville, TN	G	74	thomas-davis-2	1.0 Pts, 0.8 Reb, 0.5 Ast	Lighthouse Christian HS	FR
34	213	Jalen Duke	Nashville, TN	G	77	jalen-duke-1	1.5 Pts, 0.3 Reb, 0.0 Ast		FR
23	190	A'Torey Everett	Dallas, TX	G	76	atorey-everett-1	2.8 Pts, 1.1 Reb, 0.6 Ast		SO
4	275	Ken'Darrius Hamilton	Montgomery, AL	F	81	kendarrius-hamilton-1	6.8 Pts, 3.3 Reb, 0.4 Ast		JR
33	237	Wayne Martin	Brooklyn, NY	F	79	wayne-martin-1	13.3 Pts, 10.1 Reb, 0.6 Ast		SR
5	160	Tahjere McCall	Philadelphia, PA	G	76	tahjere-mccall-1	14.3 Pts, 5.4 Reb, 4.4 Ast	Engineering & Science	SR
21	230	Christian Mekowulu	Lagos, Nigeria	F	81	christian-mekowulu-1	4.3 Pts, 3.6 Reb, 0.3 Ast	Covenant Christian HS	SO
	220	Samson Oyediran	London, United Kingdom	F	79	samson-oyediran-1	1.0 Pts, 1.2 Reb, 0.1 Ast	Preston's College (London)	SO
14	195	Darreon Reddick	Belleville, IL	G	76	darreon-reddick-1	9.4 Pts, 2.1 Reb, 1.0 Ast	Belleville East HS	JR
3	210	Jordan Reed	Philadelphia, PA	G	76	jordan-reed-1	9.5 Pts, 7.0 Reb, 1.0 Ast	Wissahickon HS	SR
1	195	Delano Spencer	Atlanta, GA	G	75	delano-spencer-1	7.1 Pts, 1.2 Reb, 0.6 Ast		JR
30	215	Khalill Spencer	Memphis, TN	G	76	khalil-spencer-1	0.8 Pts, 0.5 Reb, 0.0 Ast		FR
15	205	Xavier Williams	Fairfield, AL	F	80	xavier-williams-1	1.0 Pts, 0.9 Reb, 0.2 Ast	Central Park Christian	JR
