number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
15	205	Kentrell Barkley	Durham, NC	G	77	kentrell-barkley-1	10.8 Pts, 6.6 Reb, 3.0 Ast	Northern Durham HS	SO
25	235	Jabari Craig	Ontario, Canada	F	82	jabari-craig-1	1.2 Pts, 2.8 Reb, 0.2 Ast		JR
5	210	Isaac Fleming	Wilmington, DE	G	75	isaac-fleming-1		Massanutten Military Academy (VA)	JR
	180	Addison Hill		G	75	addison-hill-1	1.0 Pts, 0.5 Reb, 0.0 Ast		
4	220	Elijah Hughes	Beacon, NY	G	78	elijah-hughes-1	7.8 Pts, 2.8 Reb, 1.3 Ast		FR
13	215	Michel Nzege	Geneva, Switzerland	F	79	michael-ofik-nzege-1	1.8 Pts, 1.8 Reb, 0.5 Ast	Mount Zion Christian Academy (NC)	SR
52	200	Justice Obasohan	Wallace, NC	G	77	justice-obasohan-1	0.7 Pts, 0.7 Reb, 0.0 Ast		SO
	225	Deng Riak	Melbourne, Australia	F	82	deng-riak-1	2.9 Pts, 3.9 Reb, 0.3 Ast	Victory Rock Prep HS	FR
1	160	Jeremy Sheppard	Richmond, VA	G	73	jeremy-sheppard-1	7.7 Pts, 1.9 Reb, 3.3 Ast		FR
21	190	B.J. Tyson	Wadesboro, NC	G	75	bj-tyson-1	12.1 Pts, 3.2 Reb, 3.1 Ast	Anson HS	JR
31	240	Andre Washington	Rocky Mount, VA	C	84	andre-washington-1	7.4 Pts, 7.2 Reb, 0.8 Ast	Hargrave Military Academy	SR
2	190	Caleb White	Buckingham, VA	G	79	caleb-white-1	11.3 Pts, 2.9 Reb, 1.2 Ast	Virginia Episcopal HS	SR
	165	John Whitely		G	71	john-whitely-1	0.0 Pts, 0.0 Reb, 0.0 Ast		
22	185	Raquan Wilkins	Atlanta, GA	G	77	raquan-wilkins-1	2.6 Pts, 1.9 Reb, 0.2 Ast		FR
23	195	Clarence Williams	Tallahassee, FL	F	80	clarence-williams-1	5.0 Pts, 4.3 Reb, 0.5 Ast		SR
55	165	Shawn Williams	Little Rock, AR	G	72	shawn-williams-4			FR
