number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
13	210	Darian Adams	Montgomery, AL	G	75	darian-adams-1			FR
33	225	Aaron Ariri	Ontario, Canada	F	80	aaron-ariri-1	2.1 Pts, 2.0 Reb, 0.1 Ast	St. Anthony	JR
	180	Kevin Baker	St. Louis, MO	G	74	kevin-baker-2	9.3 Pts, 2.4 Reb, 3.2 Ast		JR
15	190	Joshua Boykin	Enterprise, AL	F	77	joshua-boykin-1			JR
4	225	Juan Davis Jr.	West Point, MS	F	80	juan-davisjr-1	7.9 Pts, 5.3 Reb, 0.3 Ast		JR
30	205	Alex Hicks	Seale, AL	F	80	alex-hicks-1	5.8 Pts, 5.1 Reb, 0.5 Ast		SO
2	175	Jeremy Hollimon	Gulfport, MS	G	74	jeremy-hollimon-1	11.2 Pts, 1.8 Reb, 1.5 Ast		SR
24	185	Shawn Hopkins	Nokia, Finland	F	77	shawn-hopkins-1	4.1 Pts, 2.5 Reb, 0.4 Ast	Nokia HS (Finland)	SO
11	180	B.J. Miller	Meridian, MS	G	72	bj-miller-2	2.0 Pts, 1.5 Reb, 1.3 Ast	Meridian HS	SO
14	240	Jaro Moravek	Handlova, Slovakia	F	80	jaro-moravek-1	2.1 Pts, 2.1 Reb, 0.3 Ast		JR
22	205	Whit Moreman	Lagrange, GA	F	80	whit-moreman-1	1.4 Pts, 0.4 Reb, 0.0 Ast		FR
1	175	Daniel Peace	Decatur, GA	G	73	daniel-peace-1	2.8 Pts, 1.2 Reb, 2.3 Ast		SR
3	180	Wesley Person	Brantley, AL	G	75	wesley-person-2	13.6 Pts, 2.6 Reb, 1.4 Ast	Brantley	JR
23	215	Jordon Varnado	Brownsville, TN	F	78	jordon-varnado-1	14.8 Pts, 6.8 Reb, 0.8 Ast		SO
25	203	DeVon Walker	Winter Haven, FL	F	78	devon-walker-1	7.3 Pts, 6.9 Reb, 2.1 Ast	Winter Haven HS	SR
