number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
13	200	Bilal Abdur-Rahim	Marietta, GA	G	79	bilal-abdur-rahim-1	4.9 Pts, 2.5 Reb, 1.3 Ast		SO
22	192	Quinton Campbell	Wilmer, AL	G	79	quinton-campbell-1	12.3 Pts, 4.9 Reb, 1.1 Ast	Mary G. Montgomery (AL)	SR
4	175	Christian Clark	Hattiesburg, MS	G	72	christian-clark-2	1.5 Pts, 0.0 Reb, 0.0 Ast		FR
10	185	Josh Conley	Inglewood, CA	G	79	josh-conley-1	2.3 Pts, 1.8 Reb, 0.0 Ast		FR
15	248	Eddie Davis	Las Vegas, NV	F	79	eddie-davis-1	7.3 Pts, 5.9 Reb, 0.9 Ast	Centennial	SO
1	170	Cortez Edwards	Kissimmee, FL	G	74	cortez-edwards-1	9.4 Pts, 4.3 Reb, 3.1 Ast	Osceola HS	SO
55	165	Tyree Griffin	New Orleans, LA	G	70	tyree-griffin-1		Landry-Walker HS	JR
21	170	Anfernee Hampton	Jackson, MS	G	77	anfernee-hampton-1			JR
20	175	Kevin Holland	Tuscaloosa, AL	G	73	kevin-holland-1	5.3 Pts, 2.4 Reb, 2.3 Ast	Paul W. Bryant HS	SO
54	190	Dominic Magee	Harvey, LA	G	76	dominic-magee-1			SO
5	170	Khari Price	Slidell, LA	G	69	khari-price-1	10.5 Pts, 3.5 Reb, 3.5 Ast	Salmen	SR
11	198	Michael Ramey	Indianapolis, IN	G	76	michael-ramey-1	5.9 Pts, 1.5 Reb, 0.9 Ast	Southport	SR
2	168	D'Angelo Richardson	Vicksburg, MS	G	69	dangelo-richardson-1	2.1 Pts, 0.9 Reb, 1.2 Ast		SO
12	220	Tim Rowe	Lilburn, GA	F	83	tim-rowe-1	9.9 Pts, 6.4 Reb, 0.9 Ast	Mount Zion Prep HS	SO
3	185	Robert Thomas	Odessa, TX	G	72	robert-thomas-1	1.8 Pts, 1.1 Reb, 0.6 Ast	Permian HS	SO
	216	Raheem Watts	Greenville, SC	F	79	raheem-watts-1	7.3 Pts, 4.3 Reb, 0.5 Ast	Greenville Senior HS (SC)	SR
30	195	Clay Weatherspoon	Jackson, MS	G	74	clay-weatherspoon-1	0.0 Pts, 0.8 Reb, 0.2 Ast		FR
