number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
21	205	Jordan Barnett	St. Louis, MO	F	78	jordan-barnett-1	11.0 Pts, 7.6 Reb, 1.0 Ast	Christian Brothers College HS	JR
15	180	Jordan Geist	Fort Wayne, IN	G	74	jordan-geist-1	6.3 Pts, 3.1 Reb, 1.9 Ast		SO
13	200	Trevor Glassman	Bedford, NH	G	75	trevor-glassman-1	0.0 Pts, 0.5 Reb, 0.3 Ast	New Hampton Prep	JR
3	192	Frankie Hughes	Cleveland, OH	G	76	frankie-hughes-1	10.2 Pts, 2.6 Reb, 1.2 Ast		FR
2	212	Willie Jackson	Cleveland, OH	F	78	willie-jackson-1	5.9 Pts, 4.6 Reb, 0.4 Ast		FR
4	215	Jakoby Kemp	Layton, UT	F	81	jakoby-kemp-1			FR
14	250	Reed Nikko	Maple Grove, MN	F	82	reed-nikko-1	3.5 Pts, 2.2 Reb, 0.4 Ast		FR
1	170	Terrence Phillips	Orange County, CA	G	71	terrence-phillips-1	9.1 Pts, 4.4 Reb, 4.3 Ast	Oak Hill (VA)	SO
24	215	Kevin Puryear	Blue Springs, MO	F	79	kevin-puryear-1	11.9 Pts, 6.5 Reb, 0.9 Ast	South HS	SO
10	170	Brett Rau	Burlington, IL	G	76	brett-rau-1	0.0 Pts, 0.3 Reb, 0.0 Ast		JR
5	210	Mitchell Smith	Van Buren, AR	F	82	mitchell-smith-1	2.4 Pts, 1.7 Reb, 0.2 Ast		FR
33	195	Cullen VanLeer	Pacific, MO	G	76	cullen-vanleer-1	5.6 Pts, 2.1 Reb, 1.9 Ast	Pacific HS	SO
11	180	K.J. Walton	Indianapolis, IN	G	75	kj-walton-1	7.6 Pts, 2.8 Reb, 0.9 Ast	Brownsburg HS	SO
32	210	Adam Wolf	Beaver Dam, WI	F	79	adam-wolf-1	0.0 Pts, 0.3 Reb, 0.0 Ast	Beaver Dam HS	SO
25	225	Russell Woods	Chicago, IL	F	80	russell-woods-1	7.7 Pts, 5.2 Reb, 0.6 Ast	Simeon Career Academy	SR
