number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
34	225	Jordan Bell	Inglewood, CA	G	80	jordan-bell-12	2.4 Pts, 2.3 Reb, 0.3 Ast		FR
2	200	Josh Boyd	Beaumont, TX	G	73	josh-boyd-1	9.5 Pts, 2.8 Reb, 1.9 Ast		FR
22	205	Cody Cambre	French Settlement, LA	G	76	cody-cambre-1	0.5 Pts, 0.8 Reb, 0.0 Ast		SO
13	190	Jacob Guest	Bossier City, LA	G	76	jacob-guest-1	1.4 Pts, 0.2 Reb, 0.2 Ast		FR
3	185	Devonte Hall	Bossier City, LA	G	73	devonte-hall-1	9.5 Pts, 2.6 Reb, 4.5 Ast	Bossier	JR
40	205	Tanner Hamilton	Texarkana, AR	G	81	tanner-hamilton-1	0.6 Pts, 0.7 Reb, 0.4 Ast		FR
	200	Tra'von Joseph	Morrow, LA	G	77	travon-joseph-1	7.7 Pts, 5.9 Reb, 1.8 Ast	North Central	SR
10	195	Reggie Kissoonlal	Jacksonville, FL	G	83	reginald-kissoonlal-1	3.8 Pts, 1.8 Reb, 0.2 Ast	William M. Raines HS	SO
35	250	Colby Koontz	Enid, OK	F	81	colby-koontz-1			FR
20	250	Ishmael Lane	Port Allen, LA	F	80	ishmael-lane-1	9.7 Pts, 5.8 Reb, 0.8 Ast		SO
15	190	Malik Metoyer	Clarence, LA	G	79	malik-metoyer-1	4.3 Pts, 3.7 Reb, 0.8 Ast	Lakeview HS (LA)	SO
1	170	Iziahiah Sweeney	Compton, CA	G	75	iziahiah-sweeney-1	5.4 Pts, 2.9 Reb, 0.7 Ast	Compton	JR
21	190	Sabri Thompson	Newark, DE	G	75	sabri-thompson-1	10.1 Pts, 5.2 Reb, 1.4 Ast	Sanford HS	SR
44	180	Bailey Walker	Florien, LA	G	72	bailey-walker-1	0.5 Pts, 0.6 Reb, 0.3 Ast	Florien HS	SO
12	185	Jalan West	Bossier City, LA	G	71	jalan-west-1		Bossier HS	SR
23	200	Zeek Woodley	Pelican, LA	G	74	zikiteran-woodley-1	17.6 Pts, 3.0 Reb, 0.2 Ast	Pelican All-Saints	SR
