number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
33	260	Josh Ajayi	El Monte, CA	F	79	josh-ajayi-1	9.5 Pts, 5.2 Reb, 0.6 Ast		FR
10	200	Georgi Boyanov	Lovech, Bulgaria	F	80	georgi-boyanov-1	11.9 Pts, 5.2 Reb, 1.1 Ast	General Vladimir Stoychev Sports School	SR
	205	Shaq Calhoun	Rome, GA	G	76	shaq-calhoun-1	10.3 Pts, 3.3 Reb, 1.1 Ast	Model HS (GA)	JR
21	180	Nick Davis	Mount Vernon, AL	G	77	nick-davis-2	1.0 Pts, 1.6 Reb, 0.1 Ast	McIntosh	JR
14	167	Devin Epps	Murfreesboro, TN	G	71	devin-epps-1		Murfreesboro-Oakland HS	JR
3	182	Ethan Haslam	Lithia, FL	G	76	ethan-haslam-1	2.0 Pts, 0.3 Reb, 0.0 Ast		FR
5	165	Dederick Lee	Clarksville, AR	G	74	dederick-lee-1	2.3 Pts, 1.5 Reb, 2.7 Ast	Clarksville	JR
11	235	Nikola Marijan	Backi Brestovac, Serbia	F	85	nikola-marijan-1	1.2 Pts, 1.6 Reb, 0.0 Ast	Borislav Petrov Braca (Serbia)	SO
2	195	Herb McGee	Reserve, LA	G	73	herb-mcgee-1	3.5 Pts, 2.3 Reb, 1.5 Ast		FR
42	184	Trhae Mitchell	Austell, GA	F	78	trhae-mitchell-1	1.2 Pts, 2.1 Reb, 0.8 Ast		FR
20	265	Kevin Morris	Dothan, AL	F	80	kevin-morris-2	1.2 Pts, 0.9 Reb, 0.2 Ast		FR
25	240	Don MuepoKelly	Fontana, CA	F	78	dj-muepo-1	9.3 Pts, 6.7 Reb, 1.2 Ast	Dorsey	SR
22	180	John Pettway	Safford, AL	G	73	john-pettway-1			FR
24	195	Nick Stover	Los Angeles, CA	F	78	nick-stover-1	10.9 Pts, 3.4 Reb, 1.4 Ast	Winward	SR
1	175	Ken Williams	Houston, TX	G	74	ken-williams-1	11.5 Pts, 2.8 Reb, 3.0 Ast	Episcopal HS	SR
