number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
2	160	Jordan Barnes	St. Louis, MO	G	71	jordan-barnes-1	6.1 Pts, 2.8 Reb, 1.8 Ast		FR
42	254	T.J. Bell	Charleston, IL	C	80	tj-bell-1	6.1 Pts, 3.5 Reb, 0.3 Ast	Charleston	SR
12	220	Niels Bunschoten	Bussum, Netherlands	F	81	niels-bunschoten-1	5.2 Pts, 1.4 Reb, 0.7 Ast		SR
10	195	Ethan Claycomb	Vincennes, IN	F	79	ethan-claycomb-1			FR
	180	Everett Clemons	Springfield, IL	G	73	everett-clemons-1	9.4 Pts, 5.3 Reb, 5.3 Ast		SR
24	175	Matt Deady	Terre Haute, IN	G	77	matt-deady-1			FR
13	195	Donovan Franklin	St. Louis, MO	G	77	donovan-franklin-1	4.3 Pts, 1.4 Reb, 0.6 Ast		SO
5	205	Bronson Kessinger	Corydon, IN	F	80	bronson-kessinger-1	1.6 Pts, 2.4 Reb, 0.1 Ast	Corydon Central HS	FR
3	185	Trey Knight III	Cedar Park, TX	G	76	trey-knightiii-1	1.2 Pts, 0.6 Reb, 0.6 Ast	Cedar Park HS	FR
34	290	Brandon Murphy	Montgomery, AL	F	79	brandon-murphy-1	5.1 Pts, 4.4 Reb, 0.3 Ast	Carver HS	JR
1	215	Demonte Ojinnaka	Silver Spring, MD	G	77	demonte-ojinnaka-1	0.3 Pts, 0.7 Reb, 0.3 Ast		JR
32	174	Laquarious Paige	West Orange, TX	G	75	laguarious-paige-1	5.3 Pts, 2.1 Reb, 1.4 Ast	Stark HS	SO
41	220	Emondre Rickman	Collinsville, IL	F	81	emondre-rickman-1	3.3 Pts, 2.4 Reb, 0.2 Ast	Collinsville HS	SO
4	192	Brenton Scott	Fort Wayne, IN	G	73	brenton-scott-1	18.7 Pts, 5.8 Reb, 2.1 Ast	Northrop HS	JR
30	218	Matt Van Scyoc	Green Lake, WI	F	78	matt-vanscyoc-1	9.4 Pts, 2.6 Reb, 0.6 Ast	Green Lake HS (WI)	SR
