number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
23	260	Rickey Brice Jr.	Arlington, TX	C	84	rickey-bricejr-1	5.9 Pts, 4.8 Reb, 0.1 Ast	Pantego Christian HS	SO
3	190	Ja'Michael Brown	Raceland, LA	G	71	jamichael-brown-1	6.0 Pts, 2.4 Reb, 1.6 Ast		SO
1	182	Jeremy Combs	Dallas, TX	F	79	jeremy-combs-1	10.9 Pts, 6.7 Reb, 0.3 Ast	Carter HS	JR
55	170	DJ Draper	Bedford, TX	G	70	dj-draper-1	1.1 Pts, 0.4 Reb, 0.1 Ast	Birdville HS	FR
4	190	Keith Frazier	Dallas, TX	G	77	keith-frazier-1	8.0 Pts, 3.5 Reb, 0.5 Ast	Dallas Kimball HS	SR
22	260	Khalil Fuller	Moreno Valley, CA	F	80	khalil-fuller-1		Rancho Verde HS	SO
11	215	Derail Green	Houston, TX	F	79	derail-green-1	6.3 Pts, 2.5 Reb, 0.6 Ast	Klein Forest	SR
24	190	Jacob Gross	Sachse, TX	G	76	jacob-gross-1	0.3 Pts, 0.5 Reb, 0.0 Ast	Sachse HS	JR
5	185	Allante Holston	Capitol Heights, MD	G	79	allante-holston-1	3.3 Pts, 2.8 Reb, 1.1 Ast		SO
14	200	Bryce Jackson	Keller, TX	F	78	bryce-jackson-1	1.0 Pts, 1.5 Reb, 0.2 Ast	Fossil Ridge	JR
10	180	Deckie Johnson	Memphis, TN	G	75	deckie-johnson-1	9.6 Pts, 2.7 Reb, 1.8 Ast		SR
12	190	A.J. Lawson	Bryan, TX	G	77	aj-lawson-1	9.4 Pts, 3.9 Reb, 0.9 Ast		FR
52	180	J-Mychal Reese	Bryan, TX	G	73	j-mychal-reese-1	8.9 Pts, 2.3 Reb, 3.7 Ast		SR
50	225	Shane Temara	Syracuse, NY	F	81	shane-temara-1	4.8 Pts, 3.1 Reb, 0.1 Ast		JR
2	206	Greg White-Pittman	New Orleans, LA	G	74	greg-white-pittman-1	0.5 Pts, 0.0 Reb, 0.0 Ast	Holy Cross HS	JR
	170	Ryan Woolridge	Mansfield, TX	G	75	ryan-woolridge-1	8.6 Pts, 4.1 Reb, 2.0 Ast	Lake Ridge HS	FR
