number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
32	215	Noah Allen	Pacific Grove, CA	G	78	noah-allen-1	10.4 Pts, 5.0 Reb, 2.1 Ast	Palma HS	SR
3	190	Drew Buggs	Long Beach, CA	G	74	drew-buggs-1			FR
24	165	Zach Buscher	Kailua, HI	G	75	zach-buscher-1	0.4 Pts, 0.2 Reb, 0.1 Ast	'Iolani School	SO
23	170	Sheriff Drammeh	Stockholm, Sweden	G	75	sheriff-drammeh-1	9.8 Pts, 3.2 Reb, 2.5 Ast	Igelstavikens Gymnasium (Sweden)	SO
15	225	Ido Flaisher	Herzelia, Israel	C	82	ido-flaisher-1	4.1 Pts, 3.4 Reb, 0.1 Ast		FR
20	180	Brian Garrett	San Carlos, CA	G	76	brian-garrett-1	0.4 Pts, 0.4 Reb, 0.0 Ast		JR
	175	Leland Green	Los Angeles, CA	G	74	leland-green-1	4.7 Pts, 2.9 Reb, 1.1 Ast		FR
21	220	Gibson Johnson	Centerville, UT	F	80	gibson-johnson-1	10.8 Pts, 4.8 Reb, 1.4 Ast		JR
34	180	Larry Lewis Jr.	Milwaukee, WI	G	75	larry-lewisjr-1	2.6 Pts, 1.1 Reb, 0.2 Ast		JR
4	215	Darryl Matthews	Los Angeles, CA	F	77	darryl-matthews-1	0.8 Pts, 0.0 Reb, 0.0 Ast		JR
	180	Matthew Owies		G	72	matthew-owies-1	3.0 Pts, 1.3 Reb, 0.8 Ast		FR
	198	Jack Purchase		F	80	jack-purchase-1	10.0 Pts, 4.1 Reb, 1.8 Ast	Carey Grammer	SO
14	245	Zigmars Raimo	Daugavpils, Latvia	F	79	zigmars-raimo-1	1.7 Pts, 1.6 Reb, 0.5 Ast		FR
2	160	Brocke Stepteau	Dallas, TX	G	69	brocke-stepteau-1	7.3 Pts, 1.7 Reb, 2.6 Ast	Dallas Jesuit Prep	SO
1	225	Michael Thomas	Woodland Hills, CA	F	79	mike-thomas-2		El Camino Real HS	SR
