number	weight	playerName	hometown	pos	height	playerId	summary	class
50	230	Tim Pollitz	Ottawa, OH	F	77	tim-pollitz-1	16.1 Pts, 5.6 Reb, 1.7 Ast	JR
31	227	Nathan Peavy	Dayton, OH	F	80	nathan-peavy-1	14.1 Pts, 6.3 Reb, 0.9 Ast	SR
24	225	Michael Bramos	Harper Woods, MI	F	77	michael-bramos-1	11.2 Pts, 3.7 Reb, 2.3 Ast	SO
1	212	Doug Penno	Kettering, OH	G	77	doug-penno-1	5.2 Pts, 1.8 Reb, 2.1 Ast	SR
4	174	Alex Moosmann	Washington, MO	G	72	alex-moosmann-1	4.3 Pts, 1.1 Reb, 2.8 Ast	FR
30	241	Monty St. Clair	Cincinnati, OH	C	81	monty-st-clair-1	3.1 Pts, 3.0 Reb, 0.7 Ast	SR
2	220	Tyler Dierkers	Cincinnati, OH	F	80	tyler-dierkers-1	2.1 Pts, 2.5 Reb, 1.0 Ast	SO
21	204	Eric Pollitz	Ottawa, OH	G	77	eric-pollitz-1	1.8 Pts, 1.7 Reb, 0.6 Ast	SO
5	183	Carl Richburg	Mason, OH	G	69	carl-richburg-1	3.6 Pts, 1.2 Reb, 2.1 Ast	SO
35	222	Antonio Ballard	Jeffersonville, IN	G	76	antonio-ballard-1	0.7 Pts, 1.0 Reb, 0.1 Ast	FR
14	180	Geno Harris	Atlanta, GA	G	70	geno-harris-1	1.3 Pts, 0.2 Reb, 0.2 Ast	FR
41	241	Adam Fletcher	St. Albans, WV	C		adam-fletcher-1	0.3 Pts, 0.7 Reb, 0.3 Ast	FR
33	205	Chad James	Springboro, OH	F	77	chad-james-1	0.8 Pts, 0.5 Reb, 0.0 Ast	SO
0	187	Steve Pogue	Cincinnati, OH	F	77	steve-pogue-1	0.0 Pts, 0.0 Reb, 0.0 Ast	FR
