number	weight	playerName	hometown	pos	height	playerId	summary	class
3	165	Jeremy Wise	Jackson, MS	G	74	jeremy-wise-1	17.5 Pts, 3.4 Reb, 3.0 Ast	FR
14	225	Sai'Quon Stone	Brooklyn, NY	G	78	saiquon-stone-1	10.3 Pts, 5.4 Reb, 1.5 Ast	FR
1	210	Courtney Beasley	Huntsville, AL	G	75	courtney-beasley-1	9.7 Pts, 4.7 Reb, 1.1 Ast	SO
23	190	Craig Craft	Pulaski, MS	G	75	craig-craft-1	8.7 Pts, 3.8 Reb, 0.6 Ast	SO
24	190	Jarvis Hill	Starkville, MS	G	74	jarvis-hill-1	7.8 Pts, 2.2 Reb, 1.2 Ast	FR
32	235	Andre Stephens	Paulding, MS	F	80	andre-stephens-1	4.5 Pts, 4.4 Reb, 0.2 Ast	FR
40	260	Demar Dotson	Alexandria, LA	C	81	demar-dotson-1	5.0 Pts, 3.6 Reb, 0.1 Ast	JR
50	225	Gjio Bain		C	84	gjio-bain-1	3.6 Pts, 5.1 Reb, 0.0 Ast	JR
2	165	Dewayne Gree	Saginaw, MI	G	71	dewayne-gree-1	2.7 Pts, 2.5 Reb, 3.1 Ast	JR
20	180	Maros Zuffa		G	77	maros-zuffa-1	1.3 Pts, 1.2 Reb, 0.2 Ast	FR
10	185	Bryson Brewer	Waynesboro, MS	G	75	bryson-brewer-1	1.6 Pts, 0.4 Reb, 0.0 Ast	FR
5	165	Hank Wierson	Ames, IA	G	71	hank-wierson-1	4.0 Pts, 0.0 Reb, 0.5 Ast	FR
