number	weight	playerName	hometown	pos	height	playerId	summary	class
3	215	Melvin Buckley	Chicago, IL	F	79	melvin-buckley-1	14.8 Pts, 4.9 Reb, 1.0 Ast	SR
15	190	McHugh Mattis	North Lauderdale, FL	G	78	mchugh-mattis-1	12.8 Pts, 7.2 Reb, 1.7 Ast	SR
1	270	Kentrell Gransberry	Baton Rouge, LA	C	81	kentrell-gransberry-1	15.6 Pts, 11.4 Reb, 1.1 Ast	JR
22	183	Solomon Bozeman	Magnolia, AR	G	72	solomon-bozeman-1	9.6 Pts, 2.8 Reb, 3.5 Ast	FR
23	205	Jesus Verdejo		G	76	jesus-verdejo-1	7.0 Pts, 1.5 Reb, 2.0 Ast	SO
31	210	Amu Saaka	Decatur, GA	F	78	amu-saaka-1	3.5 Pts, 3.0 Reb, 1.2 Ast	FR
3	200	Chris Howard	Lorton, VA	G	75	chris-howard-2	5.6 Pts, 3.0 Reb, 5.9 Ast	SO
2	235	Melvyn Richardson		F	79	melvyn-richardson-1	2.1 Pts, 2.8 Reb, 0.4 Ast	SR
32	235	Aris Williams	Columbia, MD	F	81	aris-williams-1	3.5 Pts, 5.2 Reb, 0.6 Ast	SO
10	185	Chris Capko	Lakeland, FL	G	73	chris-capko-2	1.8 Pts, 0.9 Reb, 2.2 Ast	SR
5	180	Eddie Lovett	Riviera Beach, FL	G	72	eddie-lovett-1	0.9 Pts, 0.5 Reb, 0.5 Ast	SR
34	250	Zaronn Cann	Seffner, FL	F	78	zaronn-cann-1	3.0 Pts, 0.8 Reb, 0.0 Ast	SO
11	185	Jared Rubens	Miami, FL	G	77	jared-rubens-1	0.0 Pts, 0.0 Reb, 0.0 Ast	FR
33	170	Bobby Torres	Fort Myers, FL			bobby-torres-1	0.0 Pts, 0.0 Reb, 0.0 Ast	FR
